user_id,date,transaction_type,category,amount,payment_mode,location,notes,transaction_number
U078,2021-03-06,Income,Other Income,42658.0,Bank Transfer,Bengaluru,Course fee,10303
U046,2021-03-05,Income,Bonus,68510.0,Card,Mumbai,,9132
U116,2021-03-05,Expense,Food,1192.0,Cash,Ahmedabad,,6433
U183,2021-03-05,Expense,Food,22.0,Cash,Bengaluru,Uber to office cash,6001
U073,2021-03-05,Expense,Rent,478.0,Card,Hyderabad,,1941
U133,2021-03-05,Expense,Rent,448.0,UPI,Jaipur,Paid electricity bill,14256
U071,2021-03-05,Expense,Food,882.0,UPI,Hyderabad,Gift,112
U055,2021-03-05,Expense,Savings,125.0,Card,Mumbai,,7375
U040,2021-03-05,Income,Other Income,60061.0,Card,Pune,,11268
U171,2021-03-05,Income,Other Income,45583.0,Bank Transfer,Mumbai,Monthly rent,13157
U027,2021-03-05,Income,Salary,62529.0,Card,Hyderabad,,10297
U125,2021-03-05,Expense,Rent,1204.0,UPI,Hyderabad,,4617
U026,2021-03-04,Income,Other Income,54354.0,UPI,Lucknow,Course fee,8427
U021,2021-03-04,Income,Salary,53293.0,Card,Pune,Grocery shopping,9675
U161,2021-03-04,Expense,Food,631.0,Card,Bengaluru,Uber to office,13999
U027,2021-03-04,Income,Other Income,52018.0,Cash,Chennai,Gift,9873
U026,2021-03-04,Expense,Entertainment,356.0,Card,Bengaluru,Doctor visit late,4802
U068,2021-03-04,Expense,Utilities,704.0,Card,Jaipur,Doctor visit,6609
U058,2021-03-04,Income,Other Income,73837.0,Card,Lucknow,Gift,3498
U050,2021-03-03,Income,Other Income,58874.0,Card,Bengaluru,Salary,2596
U139,2021-03-03,Income,Salary,42904.0,UPI,Chennai,,1594
U094,2021-03-03,Expense,Food,480.0,Bank Transfer,Kolkata,Gift,3773
U123,2021-03-03,Expense,Rent,189.0,Card,Bengaluru,,10056
U176,2021-03-03,Expense,Travel,132.0,UPI,Chennai,Gift,14662
U070,2021-03-03,Expense,Rent,2906.0,Cash,Chennai,Grocery shopping via app,748
U014,2021-03-03,Expense,Savings,150.0,Card,Chennai,Salary,7403
U045,2021-03-03,Expense,Food,423.0,UPI,Chennai,Grocery shopping cash,3122
U108,2021-03-03,Expense,Rent,428.0,Bank Transfer,Ahmedabad,Paid electricity bill,5562
U076,2021-03-02,Expense,Entertainment,831.0,Bank Transfer,Kolkata,,5730
U033,2021-03-02,Income,Salary,82903.0,Cash,Bengaluru,Gift,9039
U049,2021-03-02,Income,Other Income,52543.0,Card,Mumbai,Gift via app,2496
U103,2021-03-02,Expense,Food,440.0,Bank Transfer,Jaipur,Salary,5390
U126,2021-03-02,Expense,Food,1098.0,Card,Delhi,Dinner at resto via app,6124
U165,2021-03-02,Expense,Savings,1073.0,Card,Ahmedabad,Uber to office,7886
U092,2021-03-02,Expense,Entertainment,323.0,UPI,Pune,Course fee cash,5367
U180,2021-03-02,Expense,Savings,954.0,UPI,Pune,Uber to office,1725
U133,2021-03-02,Expense,Rent,327.0,Bank Transfer,Chennai,Doctor visit,11037
U008,2021-03-02,Expense,Utilities,226.0,Cash,Pune,Salary cash,9828
U035,2021-03-02,Expense,Entertainment,319.0,UPI,Pune,Doctor visit,11326
U101,2021-03-02,Expense,Rent,763.0,Bank Transfer,Pune,Grocery shopping,3974
U107,2021-03-02,Expense,Food,27.0,Cash,Mumbai,,8799
U140,2021-03-02,Expense,Food,884.0,UPI,Hyderabad,Salary,2508
U016,2021-03-02,Expense,Utilities,151.0,Bank Transfer,Delhi,Salary,5483
U033,2021-03-01,Expense,Food,227.0,Cash,Bengaluru,Netflix subscription late,11529
U004,2021-03-01,Expense,Rent,1707.0,Card,Mumbai,Doctor visit,10901
U023,2021-03-01,Expense,Food,373.0,Bank Transfer,Chennai,Grocery shopping,13677
U039,2021-03-01,Expense,Food,878.0,Card,Jaipur,Doctor visit,596
U079,2021-03-01,Expense,Travel,212.0,Bank Transfer,Mumbai,Paid electricity bill,7798
U097,2021-03-01,Expense,Utilities,133.0,Bank Transfer,Mumbai,Uber to office,13351
U062,2021-03-01,Expense,Rent,176.0,Bank Transfer,Mumbai,Dinner at resto,1707
U179,2021-03-01,Expense,Food,326.0,Cash,Hyderabad,Gift,12005
U047,2021-03-01,Expense,Savings,140.0,Cash,Jaipur,Uber to office late,13808
U049,2021-03-01,Income,Other Income,57156.0,UPI,Hyderabad,Course fee,14218
U113,2021-03-01,Expense,Rent,904.0,Cash,Lucknow,,7105
U166,2021-03-01,Expense,Utilities,273.0,Cash,Jaipur,Gift late,9111
U036,2021-03-01,Expense,Travel,884.0,Bank Transfer,Pune,Grocery shopping,2948
U032,2021-02-28,Expense,Food,1678.0,Card,Kolkata,Salary,4320
U107,2021-02-28,Expense,Others,193.0,Bank Transfer,Chennai,Gift,12624
U028,2021-02-28,Expense,Education,273.0,Bank Transfer,Lucknow,Netflix subscription,5667
U106,2021-02-28,Expense,Travel,2883.0,Cash,Ahmedabad,Netflix subscription,9985
U040,2021-02-28,Expense,Food,874.0,Cash,Chennai,Salary,4481
U044,2021-02-27,Expense,Others,860.0,Card,Lucknow,Uber to office late,6753
U039,2021-02-27,Expense,Food,1702.0,Bank Transfer,Lucknow,,9395
U051,2021-02-27,Expense,Food,41.0,UPI,Ahmedabad,Doctor visit,6715
U076,2021-02-27,Income,Bonus,80092.0,Bank Transfer,Jaipur,Uber to office late,13223
U057,2021-02-27,Expense,Food,561.0,Bank Transfer,Ahmedabad,Monthly rent via app,9097
U011,2021-02-27,Expense,Food,545.0,Card,Lucknow,Doctor visit via app,461
U173,2021-02-27,Expense,Food,405.0,Bank Transfer,Bengaluru,,1423
U077,2021-02-27,Expense,Food,186.0,Cash,Bengaluru,Uber to office,6598
U186,2021-02-27,Expense,Rent,39.0,Card,Mumbai,,13260
U130,2021-02-27,Expense,Travel,2063.0,Bank Transfer,Pune,Doctor visit,8284
U104,2021-02-27,Expense,Utilities,1126.0,Card,Mumbai,Netflix subscription,11064
U116,2021-02-26,Income,Bonus,60604.0,Bank Transfer,Pune,Gift,406
U050,2021-02-26,Expense,Food,428.0,Card,Kolkata,Gift,7544
U178,2021-02-26,Expense,Rent,560.0,Card,Mumbai,Grocery shopping,4592
U129,2021-02-26,Expense,Food,4614.0,Cash,Kolkata,Gift via app,10993
U090,2021-02-26,Income,Other Income,63159.0,Cash,Lucknow,Netflix subscription via app,2074
U142,2021-02-26,Expense,Rent,755.0,Bank Transfer,Delhi,Course fee,1157
U101,2021-02-26,Expense,Savings,415.0,Bank Transfer,Chennai,Uber to office late,4429
U034,2021-02-26,Expense,Education,2487.0,UPI,Delhi,Grocery shopping,11490
U001,2021-02-25,Income,Salary,65907.0,Bank Transfer,Kolkata,Gift,4225
U114,2021-02-25,Expense,Rent,2131.0,Cash,Kolkata,Uber to office,11690
U160,2021-02-25,Expense,Entertainment,165.0,Cash,Hyderabad,,7867
U117,2021-02-25,Expense,Savings,242.0,Card,Delhi,Uber to office,14156
U017,2021-02-25,Expense,Travel,244.0,Card,Lucknow,Netflix subscription,10542
U186,2021-02-25,Expense,Entertainment,832.0,Bank Transfer,Chennai,Netflix subscription,13762
U129,2021-02-25,Expense,Food,202.0,Cash,Pune,Course fee late,11347
U102,2021-02-24,Expense,Travel,1105.0,Bank Transfer,Ahmedabad,Course fee via app,8051
U086,2021-02-24,Expense,Entertainment,45.0,Card,Kolkata,Gift,7701
U086,2021-02-24,Expense,Food,50.0,Cash,Hyderabad,,5611
U042,2021-02-24,Expense,Rent,349.0,Card,Bengaluru,Paid electricity bill,7021
U144,2021-02-24,Income,Salary,66418.0,Bank Transfer,Delhi,,10120
U006,2021-02-24,Expense,Rent,523.0,Cash,Pune,Monthly rent,7957
U075,2021-02-24,Expense,Entertainment,1185.0,UPI,Delhi,Paid electricity bill,12268
U189,2021-02-24,Income,Other Income,55548.0,Bank Transfer,Mumbai,Netflix subscription,3128
U081,2021-02-24,Expense,Travel,152.0,UPI,Jaipur,Monthly rent,4262
U184,2021-02-23,Expense,Entertainment,2175.0,Card,Bengaluru,Uber to office,7408
U069,2021-02-23,Expense,Rent,613.0,Card,Ahmedabad,Dinner at resto,8534
U173,2021-02-23,Expense,Health,743.0,Cash,Pune,Doctor visit,9421
U099,2021-02-23,Expense,Entertainment,98.0,UPI,Delhi,,11486
U130,2021-02-23,Expense,Travel,439.0,Card,Pune,,10477
U013,2021-02-23,Expense,Health,534.0,Card,Ahmedabad,Dinner at resto,1528
U116,2021-02-23,Income,Other Income,51069.0,Bank Transfer,Hyderabad,,11422
U126,2021-02-23,Expense,Food,881.0,UPI,Pune,Netflix subscription via app,5901
U167,2021-02-22,Expense,Rent,2683.0,Card,Lucknow,Gift,7303
U028,2021-02-22,Expense,Food,218.0,Bank Transfer,Hyderabad,,4499
U072,2021-02-22,Expense,Others,293.0,Card,Chennai,Salary,1565
U178,2021-02-22,Expense,Food,743.0,UPI,Delhi,Paid electricity bill,9523
U037,2021-02-22,Expense,Utilities,659.0,Card,Jaipur,Netflix subscription late,9783
U003,2021-02-22,Expense,Food,2075.0,Bank Transfer,Mumbai,,10710
U149,2021-02-22,Expense,Food,379.0,Bank Transfer,Hyderabad,Monthly rent,12859
U044,2021-02-21,Expense,Travel,1219.0,Card,Ahmedabad,Doctor visit via app,4641
U073,2021-02-21,Expense,Food,262.0,Cash,Delhi,Netflix subscription late,13146
U120,2021-02-21,Expense,Travel,384.0,Bank Transfer,Ahmedabad,Monthly rent,7173
U020,2021-02-21,Expense,Food,289.0,Cash,Hyderabad,Monthly rent,9438
U175,2021-02-21,Expense,Food,105.0,Cash,Lucknow,Salary,6663
U125,2021-02-21,Expense,Utilities,87.0,Bank Transfer,Hyderabad,Course fee,3453
U101,2021-02-21,Expense,Travel,57.0,Card,Pune,Netflix subscription,7344
U075,2021-02-21,Expense,Travel,270.0,Card,Pune,Paid electricity bill,12973
U016,2021-02-21,Expense,Others,624.0,UPI,Mumbai,Salary,6428
U093,2021-02-21,Expense,Food,2006.0,Bank Transfer,Bengaluru,Grocery shopping,4794
U159,2021-02-21,Expense,Health,331.0,Card,Kolkata,Grocery shopping,14039
U049,2021-02-21,Expense,Others,61.0,Card,Pune,Salary,6122
U183,2021-02-20,Income,Bonus,42819.0,Card,Ahmedabad,Gift via app,8825
U012,2021-02-20,Expense,Rent,120.0,UPI,Ahmedabad,Paid electricity bill,11646
U035,2021-02-20,Expense,Travel,131.0,UPI,Pune,Dinner at resto,13548
U090,2021-02-20,Income,Other Income,52682.0,Card,Kolkata,Gift,13512
U118,2021-02-20,Expense,Education,262.0,UPI,Lucknow,Dinner at resto,5088
U121,2021-02-20,Expense,Entertainment,277.0,Card,Ahmedabad,Paid electricity bill,4800
U184,2021-02-20,Income,Salary,52819.0,Card,Kolkata,Uber to office cash,13044
U020,2021-02-20,Expense,Food,216.0,Cash,Hyderabad,Paid electricity bill late,3630
U120,2021-02-20,Expense,Entertainment,153.0,UPI,Delhi,Monthly rent via app,13553
U048,2021-02-20,Expense,Utilities,540.0,Cash,Pune,Netflix subscription,7347
U050,2021-02-20,Expense,Others,443.0,Card,Chennai,Course fee,11463
U021,2021-02-19,Expense,Food,215.0,UPI,Delhi,,8616
U023,2021-02-19,Expense,Rent,1309.0,Cash,Lucknow,,3654
U007,2021-02-19,Expense,Entertainment,205.0,Cash,Lucknow,,9028
U121,2021-02-19,Expense,Rent,314.0,UPI,Mumbai,Course fee via app,6447
U141,2021-02-19,Expense,Rent,111.0,Bank Transfer,Pune,Course fee,8391
U053,2021-02-19,Expense,Utilities,272.0,Bank Transfer,Ahmedabad,Gift,7358
U172,2021-02-19,Expense,Entertainment,563.0,Bank Transfer,Chennai,Dinner at resto,3451
U093,2021-02-18,Expense,Others,373.0,Cash,Jaipur,Netflix subscription via app,7421
U170,2021-02-18,Expense,Utilities,29.0,Card,Mumbai,Grocery shopping,11364
U140,2021-02-18,Expense,Rent,536.0,Card,Mumbai,Paid electricity bill late,9866
U127,2021-02-18,Expense,Travel,861.0,Bank Transfer,Pune,Course fee,2410
U069,2021-02-18,Expense,Travel,140.0,UPI,Chennai,,5141
U118,2021-02-18,Income,Salary,54045.0,UPI,Jaipur,Dinner at resto,7144
U042,2021-02-18,Expense,Rent,30.0,Card,Hyderabad,Paid electricity bill,5926
U016,2021-02-17,Income,Salary,32548.0,Bank Transfer,Bengaluru,Grocery shopping,4099
U130,2021-02-17,Expense,Food,451.0,Cash,Mumbai,Dinner at resto,6592
U154,2021-02-17,Expense,Food,167.0,Card,Hyderabad,Paid electricity bill late,14012
U060,2021-02-17,Expense,Rent,286.0,UPI,Chennai,Gift,2171
U077,2021-02-17,Expense,Health,103.0,UPI,Delhi,Doctor visit,11733
U081,2021-02-17,Expense,Rent,567.0,UPI,Delhi,Paid electricity bill late,3604
U114,2021-02-17,Expense,Savings,73.0,Card,Chennai,Grocery shopping,1556
U175,2021-02-17,Expense,Food,1032.0,Cash,Hyderabad,Dinner at resto,12196
U143,2021-02-17,Expense,Education,329.0,Cash,Kolkata,Course fee,4764
U187,2021-02-17,Expense,Travel,1274.0,Bank Transfer,Lucknow,Dinner at resto,2246
U188,2021-02-17,Expense,Entertainment,286.0,Card,Kolkata,Uber to office late,13515
U080,2021-02-17,Expense,Rent,155.0,Cash,Mumbai,Salary,6194
U185,2021-02-16,Expense,Rent,430.0,UPI,Pune,Uber to office,1626
U080,2021-02-16,Expense,Travel,252.0,UPI,Chennai,Uber to office,8467
U098,2021-02-16,Income,Bonus,57454.0,UPI,Jaipur,Paid electricity bill,4513
U150,2021-02-16,Expense,Food,350.0,Bank Transfer,Lucknow,Doctor visit,1176
U114,2021-02-16,Expense,Food,123.0,Bank Transfer,Jaipur,,13915
U025,2021-02-16,Expense,Rent,332.0,Card,Pune,Netflix subscription,7349
U039,2021-02-16,Expense,Food,564.0,Bank Transfer,Lucknow,Dinner at resto late,14268
U095,2021-02-16,Expense,Rent,116.0,Cash,Chennai,Dinner at resto late,10938
U034,2021-02-16,Expense,Savings,2579.0,UPI,Kolkata,Uber to office late,7063
U161,2021-02-15,Expense,Travel,641.0,Card,Delhi,Paid electricity bill,13693
U074,2021-02-15,Expense,Travel,4409.0,UPI,Kolkata,Course fee,4166
U130,2021-02-15,Expense,Rent,889.0,Bank Transfer,Chennai,Paid electricity bill,211
U188,2021-02-15,Expense,Rent,92.0,Bank Transfer,Jaipur,Doctor visit,3581
U080,2021-02-15,Expense,Rent,459.0,Bank Transfer,Mumbai,Grocery shopping,6968
U100,2021-02-15,Expense,Entertainment,611.0,Card,Mumbai,,13063
U043,2021-02-15,Income,Salary,66256.0,Bank Transfer,Jaipur,Course fee,7360
U059,2021-02-15,Expense,Rent,224.0,Card,Bengaluru,Monthly rent,37
U179,2021-02-15,Income,Salary,67953.0,Card,Delhi,Doctor visit,7492
U140,2021-02-15,Expense,Utilities,59.0,Bank Transfer,Hyderabad,Course fee,9738
U009,2021-02-15,Expense,Savings,144.0,Card,Ahmedabad,Monthly rent,2484
U118,2021-02-15,Expense,Utilities,567.0,Card,Bengaluru,,2262
U061,2021-02-15,Expense,Savings,916.0,Cash,Mumbai,Uber to office,8221
U113,2021-02-15,Expense,Food,-348.0,Bank Transfer,Lucknow,Dinner at resto,1012
U052,2021-02-15,Expense,Travel,1011.0,Bank Transfer,Mumbai,Monthly rent,4636
U087,2021-02-15,Expense,Utilities,-1313.0,Bank Transfer,Hyderabad,Grocery shopping,2599
U061,2021-02-14,Expense,Entertainment,3840.0,Card,Delhi,,2345
U136,2021-02-14,Income,Bonus,46845.0,UPI,Chennai,Doctor visit,14920
U065,2021-02-14,Expense,Others,298.0,UPI,Chennai,Doctor visit cash,11324
U179,2021-02-14,Expense,Utilities,755.0,Bank Transfer,Delhi,Doctor visit,9855
U021,2021-02-14,Expense,Rent,3216.0,Card,Mumbai,Grocery shopping,2478
U002,2021-02-13,Expense,Others,129.0,Cash,Hyderabad,Paid electricity bill,12078
U079,2021-02-13,Income,Salary,73343.0,Cash,Jaipur,Paid electricity bill,1507
U032,2021-02-13,Expense,Utilities,1067.0,UPI,Pune,Monthly rent late,5364
U067,2021-02-13,Income,Bonus,54713.0,UPI,Hyderabad,,7095
U115,2021-02-13,Expense,Food,425.0,UPI,Bengaluru,Grocery shopping,12677
U162,2021-02-13,Income,Salary,79100.0,UPI,Mumbai,Salary,285
U006,2021-02-13,Expense,Savings,1260.0,Cash,Pune,,11542
U171,2021-02-13,Expense,Travel,115.0,Card,Kolkata,Salary,136
U152,2021-02-13,Expense,Food,594.0,UPI,Delhi,Netflix subscription cash,12745
U073,2021-02-13,Expense,Health,1809.0,Cash,Ahmedabad,Doctor visit,3365
U058,2021-02-13,Income,Salary,51343.0,Card,Jaipur,Course fee late,1371
U176,2021-02-12,Expense,Savings,313.0,Card,Mumbai,Doctor visit,1435
U143,2021-02-12,Expense,Travel,364.0,UPI,Jaipur,,13071
U131,2021-02-12,Expense,Travel,217.0,Bank Transfer,Jaipur,Netflix subscription,11549
U107,2021-02-12,Expense,Food,516.0,UPI,Kolkata,,3341
U153,2021-02-12,Expense,Food,211.0,Bank Transfer,Lucknow,,5873
U134,2021-02-12,Expense,Savings,834.0,Card,Kolkata,Salary,508
U192,2021-02-12,Expense,Savings,1774.0,Card,Mumbai,Paid electricity bill,10451
U124,2021-02-12,Expense,Travel,676.0,Card,Lucknow,Dinner at resto,7555
U084,2021-02-12,Expense,Food,537.0,Card,Jaipur,Doctor visit,2773
U106,2021-02-12,Expense,Rent,1895.0,UPI,Delhi,Netflix subscription,3859
U066,2021-02-12,Expense,Food,315.0,UPI,Pune,Netflix subscription via app,11577
U180,2021-02-12,Expense,Entertainment,2219.0,Cash,Chennai,Netflix subscription,1599
U073,2021-02-12,Expense,Food,170.0,Card,Bengaluru,Doctor visit,265
U017,2021-02-12,Expense,Others,500.0,Card,Ahmedabad,Netflix subscription,12025
U121,2021-02-12,Expense,Rent,68.0,UPI,Bengaluru,Gift late,3462
U102,2021-02-12,Income,Salary,64546.0,Cash,Kolkata,Uber to office,5865
U056,2021-02-11,Expense,Education,303.0,Card,Delhi,Doctor visit,5189
U121,2021-02-11,Expense,Travel,6725.0,UPI,Kolkata,Paid electricity bill,8841
U190,2021-02-11,Expense,Travel,441.0,UPI,Delhi,,4471
U083,2021-02-11,Expense,Rent,58.0,Bank Transfer,Bengaluru,Netflix subscription via app,5779
U085,2021-02-11,Expense,Utilities,4453.0,Bank Transfer,Jaipur,Doctor visit,7045
U125,2021-02-11,Expense,Food,56.0,UPI,Bengaluru,Dinner at resto via app,1427
U031,2021-02-11,Expense,Rent,5033.0,UPI,Mumbai,Salary,10422
U187,2021-02-11,Expense,Food,532.0,Bank Transfer,Hyderabad,Paid electricity bill,13141
U186,2021-02-11,Income,Salary,42931.0,Bank Transfer,Bengaluru,Gift,4607
U035,2021-02-11,Expense,Rent,66.0,Cash,Mumbai,Dinner at resto,11168
U151,2021-02-10,Income,Bonus,55467.0,Bank Transfer,Ahmedabad,Monthly rent late,11109
U062,2021-02-10,Expense,Food,123.0,Bank Transfer,Chennai,Grocery shopping,9081
U008,2021-02-10,Expense,Food,191.0,Card,Hyderabad,Netflix subscription late,6373
U117,2021-02-10,Expense,Savings,390.0,UPI,Ahmedabad,Doctor visit,9892
U023,2021-02-10,Expense,Entertainment,1227.0,Cash,Lucknow,,13289
U075,2021-02-10,Expense,Travel,492.0,Card,Delhi,Gift late,1216
U159,2021-02-10,Expense,Rent,100.0,UPI,Bengaluru,Salary,2260
U021,2021-02-10,Expense,Rent,960.0,Card,Chennai,Salary,12755
U057,2021-02-10,Income,Other Income,67156.0,Cash,Lucknow,Grocery shopping,5108
U149,2021-02-10,Expense,Rent,279.0,Bank Transfer,Mumbai,,6400
U097,2021-02-10,Expense,Travel,824.0,UPI,Delhi,Salary via app,266
U139,2021-02-09,Expense,Rent,51.0,Card,Delhi,Doctor visit,2273
U088,2021-02-09,Expense,Rent,689.0,Card,Chennai,Netflix subscription,11155
U020,2021-02-09,Expense,Education,160.0,Bank Transfer,Delhi,Netflix subscription,4431
U036,2021-02-09,Expense,Food,71.0,Bank Transfer,Lucknow,,1209
U168,2021-02-09,Income,Salary,84817.0,Bank Transfer,Ahmedabad,Course fee cash,6291
U064,2021-02-09,Expense,Savings,29.0,Cash,Pune,Netflix subscription,1031
U129,2021-02-09,Expense,Food,543.0,Bank Transfer,Hyderabad,Uber to office,1262
U185,2021-02-09,Expense,Travel,3002.0,Card,Kolkata,Paid electricity bill,3181
U025,2021-02-09,Expense,Food,9092.0,Cash,Jaipur,,2101
U076,2021-02-09,Expense,Entertainment,1009.0,Bank Transfer,Ahmedabad,Paid electricity bill late,10773
U190,2021-02-09,Income,Salary,37396.0,Card,Kolkata,Doctor visit cash,7563
U055,2021-02-09,Expense,Rent,508.0,Cash,Hyderabad,Doctor visit via app,11635
U028,2021-02-09,Expense,Rent,166.0,UPI,Kolkata,Gift,14834
U036,2021-02-08,Expense,Rent,711.0,UPI,Kolkata,Gift,11860
U114,2021-02-08,Expense,Health,1720.0,UPI,Pune,,11290
U002,2021-02-08,Income,Bonus,75498.0,Bank Transfer,Ahmedabad,Paid electricity bill,3640
U113,2021-02-08,Expense,Food,3256.0,UPI,Jaipur,Grocery shopping,5414
U043,2021-02-08,Expense,Entertainment,876.0,UPI,Hyderabad,Grocery shopping late,5276
U145,2021-02-08,Expense,Utilities,88.0,Cash,Ahmedabad,Monthly rent,8781
U156,2021-02-08,Expense,Others,1364.0,Card,Ahmedabad,Course fee,9301
U003,2021-02-08,Expense,Entertainment,470.0,Card,Bengaluru,Gift,12356
U017,2021-02-08,Expense,Travel,2915.0,UPI,Jaipur,Uber to office,9158
U054,2021-02-08,Income,Other Income,76927.0,Cash,Hyderabad,Monthly rent,10948
U135,2021-02-08,Expense,Food,259.0,Bank Transfer,Pune,Doctor visit,3492
U116,2021-02-08,Expense,Food,425.0,Card,Pune,,1450
U079,2021-02-08,Expense,Rent,231.0,Bank Transfer,Chennai,Dinner at resto,14162
U134,2021-02-08,Expense,Rent,109.0,Card,Chennai,,10409
U066,2021-02-08,Expense,Food,88.0,UPI,Delhi,,12784
U140,2021-02-07,Expense,Utilities,1024.0,Card,Hyderabad,Doctor visit cash,1993
U191,2021-02-07,Expense,Food,374.0,Bank Transfer,Delhi,Netflix subscription,14158
U035,2021-02-07,Expense,Utilities,123.0,UPI,Bengaluru,Doctor visit,11939
U050,2021-02-07,Expense,Food,595.0,Cash,Jaipur,Dinner at resto,6829
U076,2021-02-07,Expense,Rent,2201.0,UPI,Kolkata,Paid electricity bill,1826
U115,2021-02-07,Expense,Others,349.0,Cash,Lucknow,Monthly rent,12886
U063,2021-02-07,Expense,Food,85.0,Card,Ahmedabad,Gift,9601
U114,2021-02-06,Income,Bonus,66594.0,Card,Kolkata,,12568
U018,2021-02-06,Expense,Savings,199.0,Bank Transfer,Pune,Course fee,12090
U179,2021-02-06,Income,Salary,91444.0,Bank Transfer,Pune,Netflix subscription,6650
U077,2021-02-06,Income,Salary,55982.0,UPI,Jaipur,Gift,2905
U039,2021-02-06,Income,Bonus,62985.0,Cash,Bengaluru,Salary,7612
U058,2021-02-06,Expense,Education,557.0,UPI,Hyderabad,,13825
U158,2021-02-06,Expense,Utilities,148.0,UPI,Delhi,Netflix subscription,7758
U125,2021-02-05,Expense,Utilities,2593.0,Cash,Lucknow,,1004
U073,2021-02-05,Income,Salary,59251.0,Cash,Jaipur,Dinner at resto,6325
U042,2021-02-05,Expense,Rent,135.0,Card,Kolkata,Dinner at resto late,10442
U014,2021-02-05,Expense,Food,1391.0,Bank Transfer,Jaipur,Grocery shopping,7356
U130,2021-02-05,Income,Bonus,56773.0,Card,Jaipur,Monthly rent,6429
U014,2021-02-05,Expense,Savings,436.0,Card,Bengaluru,,892
U055,2021-02-05,Expense,Utilities,1343.0,UPI,Mumbai,Uber to office,7121
U160,2021-02-05,Expense,Savings,2856.0,Bank Transfer,Hyderabad,Salary,2878
U169,2021-02-05,Expense,Savings,587.0,UPI,Kolkata,Paid electricity bill late,7323
U069,2021-02-05,Expense,Health,80.0,Cash,Delhi,Netflix subscription,10971
U080,2021-02-04,Expense,Food,87.0,Bank Transfer,Kolkata,,13967
U191,2021-02-04,Expense,Savings,68.0,Card,Chennai,Uber to office via app,14578
U001,2021-02-04,Income,Salary,51426.0,Cash,Hyderabad,Dinner at resto,7634
U162,2021-02-04,Expense,Food,113.0,Bank Transfer,Bengaluru,Doctor visit,1196
U019,2021-02-04,Income,Other Income,78181.0,UPI,Hyderabad,Monthly rent,5656
U093,2021-02-04,Expense,Rent,143.0,Cash,Delhi,Gift,504
U123,2021-02-04,Expense,Rent,408.0,Bank Transfer,Hyderabad,Salary,10837
U139,2021-02-04,Expense,Travel,1687.0,Cash,Delhi,Gift,9591
U176,2021-02-04,Expense,Travel,196.0,Bank Transfer,Mumbai,Grocery shopping,1781
U035,2021-02-04,Expense,Utilities,110.0,Cash,Lucknow,Gift,9058
U112,2021-02-03,Expense,Food,323.0,UPI,Ahmedabad,Monthly rent,4656
U091,2021-02-03,Expense,Utilities,227.0,UPI,Mumbai,Netflix subscription via app,10096
U022,2021-02-03,Income,Bonus,53952.0,Card,Kolkata,,13826
U007,2021-02-03,Income,Other Income,53326.0,UPI,Bengaluru,Doctor visit,3915
U045,2021-02-03,Expense,Rent,612.0,Cash,Jaipur,Grocery shopping,2365
U033,2021-02-03,Expense,Food,272.0,Cash,Mumbai,Gift,3879
U171,2021-02-03,Expense,Food,561.0,Cash,Bengaluru,Gift,5512
U091,2021-02-02,Expense,Food,293.0,UPI,Ahmedabad,Course fee late,10766
U028,2021-02-02,Expense,Utilities,746.0,UPI,Ahmedabad,Salary cash,6713
U087,2021-02-02,Expense,Food,136.0,Card,Bengaluru,Gift,1168
U154,2021-02-02,Expense,Entertainment,121.0,Cash,Mumbai,Monthly rent,6591
U188,2021-02-02,Expense,Food,841.0,Cash,Lucknow,Netflix subscription,8488
U150,2021-02-02,Income,Salary,39657.0,Bank Transfer,Kolkata,Doctor visit,1808
U123,2021-02-02,Expense,Others,299.0,UPI,Ahmedabad,Uber to office,10686
U017,2021-02-02,Expense,Utilities,725.0,Card,Jaipur,Uber to office,14296
U062,2021-02-01,Income,Salary,52826.0,Card,Mumbai,Paid electricity bill,8940
U014,2021-02-01,Expense,Travel,77.0,Cash,Hyderabad,Uber to office,14362
U106,2021-02-01,Expense,Rent,63.0,Cash,Delhi,Salary,12528
U133,2021-02-01,Expense,Education,617.0,UPI,Mumbai,Salary,2975
U147,2021-02-01,Expense,Food,116.0,Card,Chennai,Course fee,1731
U191,2021-02-01,Expense,Food,284.0,UPI,Pune,Uber to office cash,681
U010,2021-02-01,Income,Salary,58771.0,UPI,Lucknow,Doctor visit,14626
U006,2021-02-01,Expense,Rent,758.0,Bank Transfer,Jaipur,Netflix subscription,7809
U043,2021-02-01,Expense,Education,1596.0,Cash,Delhi,Gift,229
U150,2021-02-01,Expense,Utilities,107.0,UPI,Kolkata,Course fee,12557
U088,2021-02-01,Expense,Travel,1677.0,Card,Chennai,Salary,5486
U177,2021-02-01,Expense,Utilities,598.0,Bank Transfer,Kolkata,Dinner at resto,3870
U112,2021-02-01,Income,Salary,28272.0,Cash,Mumbai,Course fee,4029
U005,2021-01-31,Expense,Entertainment,37.0,Bank Transfer,Jaipur,Gift,12761
U121,2021-01-31,Expense,Food,659.0,Card,Pune,,9
U072,2021-01-31,Expense,Food,175.0,Cash,Jaipur,Uber to office,9975
U008,2021-01-31,Expense,Food,1572.0,UPI,Bengaluru,,2080
U159,2021-01-31,Expense,Utilities,714.0,UPI,Pune,Doctor visit late,7342
U035,2021-01-31,Expense,Food,109.0,UPI,Kolkata,Paid electricity bill,1083
